Compound Name	Enzyme Name	Encoding Gene	KEGG Orthology	Organism	GenBankID	Strain ID/Microorganism	UniProt ID	Protein ID	Continent where study sampling was done (Collections)	Country	Isolation source	Habitat notes
Dichlorodiphenyltrichloroethane (DDT)	Manganese-dependent 2,3-dihydroxybiphenyl 1,2-dioxygenase (EC 1.13.11.39)	bphC	K00462	Bacteria	CVRL01000039	Phaeobacter italicus strain CECT 7321	A0A0H5D4W1	CRL12247.1	Europe	Spain	Sea water	n/a
Dichlorodiphenyltrichloroethane (DDT)	Biphenyl-2,3-diol-1,2-dioxygenase bphC	bphC	K00462	Bacteria	BCSY01000035	Mycolicibacterium canariasense strain JCM15298	A0A117I9F8	GAS94684.1	Asia	Japan	n/a	n/a
Dichlorodiphenyltrichloroethane (DDT)	Biphenyl-2,3-diol 1,2-dioxygenase 2 (EC 1.13.11.39)	bphC	K00462	Bacteria	CP037867	Hydrogenophaga pseudoflava (Pseudomonas carboxydoflava) strain DSM 1084	A0A4V1ABU0	QBM29133.1	Europe	Russia	Mud	Moscwa river
Dichlorodiphenyltrichloroethane (DDT)	Biphenyl-2,3-diol 1,2-dioxygenase 2 (EC 1.13.11.39)	bphC	K00462	Bacteria	JAOG01000001	Mycobacterium intracellulare 1956	X8CPJ0	EUA58277.1	North America	America	Sputum	Host: Homo sapiens
Dichlorodiphenyltrichloroethane (DDT)	Biphenyl-2,3-diol 1,2-dioxygenase 2 (EC 1.13.11.39)	bphC	K00462	Bacteria	CACSIL010000001	Halioglobus japonicus isolate BC5_1	A0A5S9MXZ1	CAA0082212.1	North America	Canada	Marine sponge tissue	Marine environmental zone
Dichlorodiphenyltrichloroethane (DDT)	2,3-dihydroxybiphenyl 1,2-dioxygenase (EC 1.13.11.39)	bphC	K00462	Bacteria	JAOG01000001	Mycobacterium intracellulare 1956	X8CUL9	EUA59744.1	North America	America	Sputum	Host: Homo sapiens
Dichlorodiphenyltrichloroethane (DDT)	Biphenyl-2,3-diol 1,2-dioxygenase	bphC	K00462	Bacteria	PUIO01000029	Rhodococcus opacus (Nocardia opaca) strain 04-OD7	A0A2S8J6U3	PQP22703.1	Asia	China	Soil	n/a
Dichlorodiphenyltrichloroethane (DDT)	Biphenyl-2,3-diol-1,2-dioxygenase bphC	bphC	K00462	Bacteria	BCTA01000069	Mycolicibacterium novocastrense strain JCM18114	A0A100X7P2	GAT11449.1	Asia	Japan	n/a	n/a
Dichlorodiphenyltrichloroethane (DDT)	2,3-dihydroxybiphenyl 1,2-dioxygenase (EC 1.13.11.39)	bphC	K00462	Bacteria	ADNW02000012	Rhodococcus hoagii ATCC 33707	E9T2D6	EGD23629.1	North America	America	Skin	Host: Homo sapiens
Dichlorodiphenyltrichloroethane (DDT)	Manganese-dependent 2,3-dihydroxybiphenyl 1,2-dioxygenase (EC 1.13.11.39)	bphC	K00462	Bacteria	BEII01000173	Bacterium HR32	A0A2H5ZX23	GBD30280.1	Asia	Japan	Ammonia-oxidizing enrichment culture	Thermophilic ammonia-oxidizing enrichment culture
Dichlorodiphenyltrichloroethane (DDT)	Biphenyl-2,3-diol 1,2-dioxygenase	bphC	K00462	Bacteria	PUIO01000004	Rhodococcus opacus (Nocardia opaca) strain 04-OD7	A0A2S8JG13	PQP25994.1	Asia	China	Soil	n/a
Dichlorodiphenyltrichloroethane (DDT)	Biphenyl-2,3-diol 1,2-dioxygenase 2 (EC 1.13.11.39)	bphC	K00462	Bacteria	JAOD01000007	Mycobacterium intracellulare strain 2285 (S)	X8A540	EUA26296.1	North America	America	Sputum	Host: Homo sapiens
Dichlorodiphenyltrichloroethane (DDT)	Biphenyl-2,3-diol 1,2-dioxygenase 2	bphC	K00462	Bacteria	CVTU01000038	Pseudomonas sp. 44 R 15	A0A1B5D023	CRM17372.1	Europe	United Kingdom	Soil	n/a
Dichlorodiphenyltrichloroethane (DDT)	Biphenyl-2,3-diol 1,2-dioxygenase (EC 1.13.11.39)	bphC	K00462	Bacteria	SJNW01000008	Acinetobacter sp. ANC 4635	A0A4R0DEK9	TCB28493.1	Europe	Czech Republic	Mud	Mud with water, below a pond dam
Dichlorodiphenyltrichloroethane (DDT)	Manganese-dependent 2,3-dihydroxybiphenyl 1,2-dioxygenase (EC 1.13.11.39)	bphC	K00462	Bacteria	FXYH01000010	Pelagimonas varians strain CECT 8663	A0A238KPE2	SMX44608.1	Europe	Spain	Sea water	Water sample during a phytolankton bloom
Dichlorodiphenyltrichloroethane (DDT)	Manganese-dependent 2,3-dihydroxybiphenyl 1,2-dioxygenase (EC 1.13.11.39)	bphC	K00462	Bacteria	UGRZ01000006	Paenibacillus thiaminolyticus (Bacillus thiaminolyticus) strain NCTC11027	A0A378ZI82	SUA97026.1	Europe	United Kingdom	n/a	n/a
Dichlorodiphenyltrichloroethane (DDT)	Manganese-dependent 2,3-dihydroxybiphenyl 1,2-dioxygenase (EC 1.13.11.39)	bphC	K00462	Bacteria	FXZK01000009	Flavimaricola marinus  strain CECT 8899	A0A238LIV6	SMY09335.1	Asia	South Korea	Sea water	Seawater of Mallipo, Korea
Dichlorodiphenyltrichloroethane (DDT)	Manganese-dependent 2,3-dihydroxybiphenyl 1,2-dioxygenase (EC 1.13.11.39)	bphC	K00462	Bacteria	CP022540	Antarctobacter heliothermus strain SMS3	A0A222EA46	ASP23099.1	Europe	Sweden	Top-layer sediments	n/a
Dichlorodiphenyltrichloroethane (DDT)	Biphenyl-2,3-diol-1,2-dioxygenase bphC	bphC	K00462	Bacteria	BCSX01000019	Mycolicibacterium brisbanense strain: JCM15654	A0A124DZL2	GAS87705.1	Asia	Japan	n/a	n/a
Dichlorodiphenyltrichloroethane (DDT)	Biphenyl-2,3-diol 1,2-dioxygenase (EC 1.13.11.39)	bphC	K00462	Bacteria	CYPU01000019	Ruegeria atlantica strain CECT 4292	A0A0P1EXV1	CUH46982.1	Europe	Spain	Marine sediment from Northwestern African Upwelling Area	n/a
Dichlorodiphenyltrichloroethane (DDT)	Manganese-dependent 2,3-dihydroxybiphenyl 1,2-dioxygenase (EC 1.13.11.39)	bphC	K00462	Bacteria	UGYL01000001	Serratia liquefaciens strain NCTC10861	A0A379Z6V9	SUI55772.1	Europe	United Kingdom	n/a	n/a
Dichlorodiphenyltrichloroethane (DDT)	Biphenyl-2,3-diol 1,2-dioxygenase (EC 1.13.11.39)	bphC	K00462	Bacteria	VIFX01000011	Mycolicibacterium hodleri strain B	A0A544W2X6	TQR86593.1	Europe	United Kingdom	Slurry	n/a
Dichlorodiphenyltrichloroethane (DDT)	Manganese-dependent 2,3-dihydroxybiphenyl 1,2-dioxygenase (EC 1.13.11.39)	bphC	K00462	Bacteria	QJNR01000007	Ensifer sp. M14	A0A395L3F0	RDL48790.1	Europe	Poland	Zloty Stock gold mine	Arsenic contaminated soil. Microbial mats present in the arsenic-rich bottom sediments of an abandoned gold mine in Zloty Stok
Dichlorodiphenyltrichloroethane (DDT)	Manganese-dependent 2,3-dihydroxybiphenyl 1,2-dioxygenase (EC 1.13.11.39)	bphC	K00462	Bacteria	WEGK01000007	Nocardia sp. RB20	A0A7K0D4E7	MQY20625.1	Africa	South Africa	Gut tissue	Host: Macrotermes natalensis
Dichlorodiphenyltrichloroethane (DDT)	Biphenyl-2,3-diol 1,2-dioxygenase 2 (EC 1.13.11.39)	bphC	K00462	Bacteria	CP015219	Rhodococcus sp. PBTS 1	A0A143QCQ8	AMY20262.1	North America	America	CB-1 pistachio rootstock	n/a
Dichlorodiphenyltrichloroethane (DDT)	Manganese-dependent 2,3-dihydroxybiphenyl 1,2-dioxygenase (EC 1.13.11.39)	bphC	K00462	Bacteria	WEGK01000014	Nocardia sp. RB20	A0A7K0DCH8	MQY22584.1	Africa	South Africa	Gut tissue	Host: Macrotermes natalensis
Dichlorodiphenyltrichloroethane (DDT)	Biphenyl-2,3-diol 1,2-dioxygenase 2 (EC 1.13.11.39)	bphC	K00462	Bacteria	UGSJ01000001	Pandoraea pulmonicola strain NCTC13159	A0A378ZCE5	SUA92795.1	Europe	United Kingdom	n/a	n/a
Dichlorodiphenyltrichloroethane (DDT)	Putative biphenyl-2,3-diol 1,2-dioxygenase	bphC	K00462	Bacteria	AGFM01000122	Novosphingobium pentaromativorans US6-1	G6EL44	EHJ58011.1	Asia	Japan	Muddy sediment	n/a
Dichlorodiphenyltrichloroethane (DDT)	Manganese-dependent 2,3-dihydroxybiphenyl 1,2-dioxygenase (EC 1.13.11.39)	bphC	K00462	Bacteria	UGVN01000002	Roseomonas mucosa strain NCTC13291	A0A379PNC1	SUE95351.1	Europe	United Kingdom	n/a	n/a
Dichlorodiphenyltrichloroethane (DDT)	Manganese-dependent 2,3-dihydroxybiphenyl 1,2-dioxygenase (EC 1.13.11.39)	bphC	K00462	Bacteria	WEGK01000010	Nocardia sp. RB20	A0A7K0D793	MQY21577.1	Africa	South Africa	Gut tissue	Host: Macrotermes natalensis
Dichlorodiphenyltrichloroethane (DDT)	Manganese-dependent 2,3-dihydroxybiphenyl 1,2-dioxygenase (EC 1.13.11.39)	bphC	K00462	Bacteria	WEGK01000003	Nocardia sp. RB20	A0A7K0D0Z2	MQY18892.1	Africa	South Africa	Gut tissue	Host: Macrotermes natalensis
Dichlorodiphenyltrichloroethane (DDT)	Manganese-dependent 2,3-dihydroxybiphenyl 1,2-dioxygenase (EC 1.13.11.39)	bphC	K00462	Bacteria	CP014158	Pseudomonas citronellolis strain P3B5	A0A127MVI4	AMO77145.1	Europe	Switzerland	Phyllosphere material	Host: Basil
Dichlorodiphenyltrichloroethane (DDT)	Manganese-dependent 2,3-dihydroxybiphenyl 1,2-dioxygenase (EC 1.13.11.39)	bphC	K00462	Bacteria	CP018622	Virgibacillus dokdonensis strain 21D	A0A2K9J4X0	AUJ26977.1	Mediterranean Sea	Mediterranean Sea	Sea water	Marine environmental zone
Dichlorodiphenyltrichloroethane (DDT)	2,3-dihydroxybiphenyl 1,2-dioxygenase (EC 1.13.11.39)	bphC	K00462	Bacteria	LC469610	Pseudomonas furukawaii  isolate KF707	A0A6F8PBQ4	BBJ01676.1	Asia	Japan	Soil	Biphenyl-Contaminated Soil
Dichlorodiphenyltrichloroethane (DDT)	Manganese-dependent 2,3-dihydroxybiphenyl 1,2-dioxygenase (EC 1.13.11.39)	bphC	K00462	Bacteria	MWAI01001154	Bacterium ADurb.Bin425 isolate ADurb.Bin425	A0A1V5LLX3	OPZ82044.1	North America	America	Full-scale anaerobic digester operated by the Champaign-Urbana Sanitary District treating a mixture of municipal and industrial waste activated sludge and municipal sewage	Engineered systems
Dichlorodiphenyltrichloroethane (DDT)	2,3-dihydroxybiphenyl 1,2-dioxygenase (Biphenyl-2,3-diol 1,2-dioxygenase)	bphC	K00462	Bacteria	LQOM01000030	Mycobacterium celatum strain DSM 44243	A0A1X1RQC7	ORV11276.1	North America	America	Sputum	Host: Homo sapiens
Dichlorodiphenyltrichloroethane (DDT)	Biphenyl-2,3-diol 1,2-dioxygenase (EC 1.13.11.39)	bphC	K00462	Bacteria	CACSIK010000001	Zhongshania aliphaticivorans  isolate SB11_1A	A0A5S9NP59	CAA0092181.1	North America	Canada	Marine sponge tissue	Marine environmental zone
Dichlorodiphenyltrichloroethane (DDT)	3,4-dihydroxyphenylacetate 2,3-dioxygenase (Manganese-dependent 2,3-dihydroxybiphenyl 1,2-dioxygenase) (EC 1.13.11.39)	bphC	K00462	Bacteria	DMNG01000166	Microbacterium ginsengisoli isolate UBA9152	A0A0F0LQU5	HAN24867.1	Oceania	Australia	Marine	Marine environmental zone
Dichlorodiphenyltrichloroethane (DDT)	Glyoxalase (Glyoxalase/bleomycin resistance protein/dioxygenase) (EC 1.13.11.39)	bphC	K00462	Bacteria	LPKB01000021	Burkholderia cepacia (Pseudomonas cepacia) strain MSMB591WGS	A0A102RCY2	KWF96724.1	Oceania	Australia	Soil	n/a
Dichlorodiphenyltrichloroethane (DDT)	Biphenyl 2,3-dioxygenase (Biphenyl-2,3-diol 1,2-dioxygenase 2) (EC 1.13.11.39)	bphC	K00462	Bacteria	CP014158	Pseudomonas citronellolis  strain P3B5	A0A127MV11	AMO77154.1	Europe	Switzerland	Phyllosphere material	Host: Basil
Dichlorodiphenyltrichloroethane (DDT)	Biphenyl-2,3-diol 1,2-dioxygenase (EC 1.13.11.39)	bphC	K00462	Bacteria	CP029332	Mycobacterium avium subsp. hominissuis strain MAC109	A0A2U2E597	AXO23218.1	North America	America	Blood	Host: Homo sapiens
Dichlorodiphenyltrichloroethane (DDT)	3,4-dihydroxyphenylacetate 2,3-dioxygenase (Manganese-dependent 2,3-dihydroxybiphenyl 1,2-dioxygenase) (EC 1.13.11.39)	bphC	K00462	Bacteria	CADIJZ010000009	Paraburkholderia rhynchosiae strain LMG 27174	A0A2N7WM56	CAB3682586.1	Europe	Belgium	n/a	n/a
Dichlorodiphenyltrichloroethane (DDT)	2,3-dihydroxybiphenyl 1,2-dioxygenase (EC 1.13.11.39) (Iron-dependent extradiol dioxygenase) (EC 1.13.11.25)	bphC	K00462	Bacteria	AMRA01000050	Mycolicibacterium hassiacum (strain DSM 44199 / CIP 105218 / JCM 12690 / 3849) (Mycobacterium hassiacum)	K5BGG0	EKF24001.1	Europe	Germany	Urine	Host: Homo sapiens
Dichlorodiphenyltrichloroethane (DDT)	Biphenyl-2,3-diol 1,2-dioxygenase 3 (EC 1.13.11.39)	bphC	K00462	Bacteria	FSBZ01000002	Mycobacteroides abscessus subsp. abscessus strain 879	A0A1N5MM45	SHS46252.1	Europe	United Kingdom	Respiratory system	n/a
Dichlorodiphenyltrichloroethane (DDT)	Glyoxalase (Lactoylglutathione lyase) (EC 1.13.11.39)	bphC	K00462	Bacteria	CP031972	Acinetobacter haemolyticus strain AN59	A0A380ULN0	QHI09702.1	North America	Mexico	Peritoneal dialysis liquid	Host: Homo sapiens
Dichlorodiphenyltrichloroethane (DDT)	Biphenyl-2,3-diol 1,2-dioxygenase (EC 1.13.11.39) (Extradiol ring-cleavage dioxygenase)	bphC	K00462	Bacteria	MVIF01000010	Mycobacterium persicum strain AFPC-000227	A0A498P8K6	ORB55569.1	Europe	Italy	n/a	n/a
Dichlorodiphenyltrichloroethane (DDT)	Biphenyl-2,3-diol 1,2-dioxygenase 2 (EC 1.13.11.39)	bphC	K00462	Bacteria	CP022336	Sphingorhabdus sp. SMR4y	A0A220W9I1	ASK89475.1	Europe	Sweden	Top-layer sediments	n/a
Dichlorodiphenyltrichloroethane (DDT)	Manganese-dependent 2,3-dihydroxybiphenyl 1,2-dioxygenase (EC 1.13.11.39)	bphC	K00462	Bacteria	FKJI03000052	Streptomyces sp. F-1	A0A1K2G1R0	SFY53796.1	South America	Brazil	n/a	n/a
Dichlorodiphenyltrichloroethane (DDT)	Manganese-dependent 2,3-dihydroxybiphenyl 1,2-dioxygenase (EC 1.13.11.39)	bphC	K00462	Bacteria	OMOJ01000012	Primorskyibacter insulae strain CECT 8871	A0A2R8B037	SPF81646.1	Asia	South Korea	Water collected from the junction between the ocean and a freshwater spring, Jeju Island	n/a
Dichlorodiphenyltrichloroethane (DDT)	Biphenyl-2,3-diol 1,2-dioxygenase (EC 1.13.11.39)	bphC	K00462	Bacteria	FKJI03000030	Streptomyces sp. F-1	A0A1K2FZ59	SFY52864.1	South America	Brazil	n/a	n/a
Dichlorodiphenyltrichloroethane (DDT)	Biphenyl-2,3-diol 1,2-dioxygenase (EC 1.13.11.39)	bphC	K00462	Bacteria	CP022336	Sphingorhabdus sp. SMR4y	A0A220WA49	ASK89730.1	Europe	Sweden	Top-layer sediments	n/a
Dichlorodiphenyltrichloroethane (DDT)	Manganese-dependent 2,3-dihydroxybiphenyl 1,2-dioxygenase (EC 1.13.11.39)	bphC	K00462	Bacteria	UGSN01000003	Nocardia brasiliensis strain NCTC11294	A0A379BMR0	SUB47514.1	Europe	United Kingdom	n/a	n/a
Dichlorodiphenyltrichloroethane (DDT)	Manganese-dependent 2,3-dihydroxybiphenyl 1,2-dioxygenase (EC 1.13.11.39)	bphC	K00462	Bacteria	UGSN01000001	Nocardia brasiliensis strain NCTC11294	A0A379A4W9	SUB10113.1	Europe	United Kingdom	n/a	n/a
Dichlorodiphenyltrichloroethane (DDT)	Biphenyl-2,3-diol 1,2-dioxygenase (EC 1.13.11.39)	bphC	K00462	Bacteria	LWSF01000024	Amycolatopsis sp. M39	A0A178WVJ7	OAP21861.1	Africa	South Africa	Gut tissue	Host: termite
Dichlorodiphenyltrichloroethane (DDT)	Manganese-dependent 2,3-dihydroxybiphenyl 1,2-dioxygenase (EC 1.13.11.39)	bphC	K00462	Bacteria	LWSF01000005	Amycolatopsis sp. M39	A0A178X674	OAP25919.1	Africa	South Africa	Gut tissue	Host: termite
Dichlorodiphenyltrichloroethane (DDT)	Biphenyl-2,3-diol 1,2-dioxygenase (EC 1.13.11.39)	bphC	K00462	Bacteria	LWSF01000024	Amycolatopsis sp. M39	A0A178WU75	OAP21829.1	Africa	South Africa	Gut tissue	Host: termite
Dichlorodiphenyltrichloroethane (DDT)	Biphenyl-2,3-diol 1,2-dioxygenase (EC 1.13.11.39)	bphC	K00462	Bacteria	SPQO01000014	Mycobacterium sp. PS03_16	A0A4Y9MSK5	TFV57843.1	Asia	India	Granite Building Material	n/a
Dichlorodiphenyltrichloroethane (DDT)	Manganese-dependent 2,3-dihydroxybiphenyl 1,2-dioxygenase (EC 1.13.11.39)	bphC	K00462	Bacteria	JYIU01000032	Microbacterium foliorum strain DSM 12966	A0A0F0KU26	KJL24368.1	Europe	Germany	Phyllosphere	Host: Grasses
Dichlorodiphenyltrichloroethane (DDT)	Biphenyl-2,3-diol 1,2-dioxygenase (EC 1.13.11.39)	bphC	K00462	Bacteria	SSWN01000002	Rhodococcus qingshengii strain S10	A0A4S5EMC2	THJ73296.1	Europe	Russia	Serpentinite minerals	n/a
Dichlorodiphenyltrichloroethane (DDT)	Biphenyl-2,3-diol 1,2-dioxygenase (EC 1.13.11.39)	bphC	K00462	Bacteria	CYTV01000002	Bordetella pseudohinzii sp. 2789STDY5608636	A0A0J6F0P1	CUI53190.1	North America	America	Spleen	Host: Homo sapiens
Dichlorodiphenyltrichloroethane (DDT)	Biphenyl-2,3-diol 1,2-dioxygenase (EC 1.13.11.39)	bphC	K00462	Bacteria	WWKK01000002	Rhodococcus erythropolis (Arthrobacter picolinophilus) strain DSM 6344	A0A7K2UWR4	MYV26860.1	Asia	South Korea	Soil	n/a
Dichlorodiphenyltrichloroethane (DDT)	Biphenyl-2,3-diol 1,2-dioxygenase (EC 1.13.11.39)	bphC	K00462	Bacteria	CP044284	Rhodococcus erythropolis (Arthrobacter picolinophilus) strain X5	A0A1Q4K4H3	QEX13276.1	Asia	Russia	Rubber production plant territory	n/a
Dichlorodiphenyltrichloroethane (DDT)	Manganese-dependent 2,3-dihydroxybiphenyl 1,2-dioxygenase (EC 1.13.11.39)	bphC	K00462	Bacteria	FXYD01000006	Octadecabacter ascidiaceicola strain CECT 8868	A0A238KPD9	SMX44724.1	Asia	South Korea	Sea squirt	Sea squirt from the South Sea at Tongyeong, South Korea
Dichlorodiphenyltrichloroethane (DDT)	Manganese-dependent 2,3-dihydroxybiphenyl 1,2-dioxygenase (EC 1.13.11.39)	bphC	K00462	Bacteria	MTBP01000003	Actinomadura sp. RB29	A0A2P4UDQ6	POM23179.1	Africa	South Africa	Gut tissue	Host: termite
Dichlorodiphenyltrichloroethane (DDT)	Manganese-dependent 2,3-dihydroxybiphenyl 1,2-dioxygenase (EC 1.13.11.39)	bphC	K00462	Bacteria	CAACXN010000020	Brevibacterium casei strain 3012STDY7078520	A0A449DCE8	VEW15175.1	Europe	United Kingdom	n/a	n/a
Dichlorodiphenyltrichloroethane (DDT)	Manganese-dependent 2,3-dihydroxybiphenyl 1,2-dioxygenase (EC 1.13.11.39)	bphC	K00462	Bacteria	CAACXN010000005	Brevibacterium casei strain 3012STDY7078520	A0A449CYG8	VEW10411.1	Europe	United Kingdom	n/a	n/a
Dichlorodiphenyltrichloroethane (DDT)	Manganese-dependent 2,3-dihydroxybiphenyl 1,2-dioxygenase (EC 1.13.11.39)	bphC	K00462	Bacteria	UXAW01000071	Xinfangfangia humi sp. CIP 111625	A0A3P5X476	VDC29350.1	Europe	France	n/a	n/a
Dichlorodiphenyltrichloroethane (DDT)	Manganese-dependent 2,3-dihydroxybiphenyl 1,2-dioxygenase (EC 1.13.11.39)	bphC	K00462	Bacteria	WEGH01000007	Actinomadura sp. RB68	A0A7K0CAA2	MQY09684.1	Africa	South Africa	Gut tissue	Host: termite
Dichlorodiphenyltrichloroethane (DDT)	Glyoxalase/bleomycin resistance protein/dioxygenase (EC 1.13.11.39)	bphC	K00462	Bacteria	UARD01000003	Burkholderia cepacia (Pseudomonas cepacia) strain NCTC10661	A0A2X1G4T5	SPV13967.1	Europe	United Kingdom	n/a	n/a
Dichlorodiphenyltrichloroethane (DDT)	Biphenyl-2,3-diol 1,2-dioxygenase (EC 1.13.11.39)	bphC	K00462	Bacteria	QMEW01000032	Mycolicibacterium sp. GF69	A0A329LLN7	RAV07613.1	Asia	Japan	Soil from a swine farm	Agricultural land
Dichlorodiphenyltrichloroethane (DDT)	Manganese-dependent 2,3-dihydroxybiphenyl 1,2-dioxygenase (EC 1.13.11.39)	bphC	K00462	Bacteria	AOFT01000004	Bhargavaea cecembensis DSE10	M7NEI4	EMR06968.1	Indian Ocean	Indian Ocean	Chagos Laccadive Ridge	Marine environmental zone
Dichlorodiphenyltrichloroethane (DDT)	Manganese-dependent 2,3-dihydroxybiphenyl 1,2-dioxygenase (EC 1.13.11.39)	bphC	K00462	Bacteria	FXYE01000002	Confluentimicrobium lipolyticum strain CECT 8621	A0A238KK42	SMX42406.1	Asia	South Korea	Water was collected from the junction between the ocean and a freshwater spring at Jeju island of South Korea	Marine environmental zone
Dichlorodiphenyltrichloroethane (DDT)	Biphenyl-2,3-diol 1,2-dioxygenase (EC 1.13.11.39)	bphC	K00462	Bacteria	SCUZ01000036	Rugosibacter sp. isolate GW715_bin.26	A0A522XY67	TBR10999.1	North America	America	Groundwater	n/a
Dichlorodiphenyltrichloroethane (DDT)	Biphenyl-2,3-diol 1,2-dioxygenase (EC 1.13.11.39)	bphC	K00462	Bacteria	SCUZ01000021	Rugosibacter sp. isolate GW715_bin.26	A0A521KUE8	TBR11552.1	North America	America	Groundwater	n/a
Dichlorodiphenyltrichloroethane (DDT)	Biphenyl-2,3-diol 1,2-dioxygenase (EC 1.13.11.39)	bphC	K00462	Bacteria	SCUZ01000066	Rugosibacter sp. isolate GW715_bin.26	A0A522XSE7	TBR08949.1	North America	America	Groundwater	n/a
Dichlorodiphenyltrichloroethane (DDT)	Biphenyl-2,3-diol 1,2-dioxygenase 2 (EC 1.13.11.39)	bphC	K00462	Bacteria	NNBQ01000013	Variovorax sp. B4	A0A2J7VBB9	PNG48572.1	Europe	Belgium	Soil	n/a
Dichlorodiphenyltrichloroethane (DDT)	Manganese-dependent 2,3-dihydroxybiphenyl 1,2-dioxygenase (EC 1.13.11.39)	bphC	K00462	Bacteria	CABPSK010000002	Pandoraea pneumonica sp. LMG 31114	A0A5E4VQY7	VVE13949.1	Europe	Belgium	n/a	n/a
Dichlorodiphenyltrichloroethane (DDT)	Manganese-dependent 2,3-dihydroxybiphenyl 1,2-dioxygenase (EC 1.13.11.39)	bphC	K00462	Bacteria	FXYE01000005	Confluentimicrobium lipolyticum strain CECT 8621	A0A238L8P7	SMX51191.1	Asia	South Korea	Water was collected from the junction between the ocean and a freshwater spring at Jeju island of South Korea	Marine environmental zone
Dichlorodiphenyltrichloroethane (DDT)	Manganese-dependent 2,3-dihydroxybiphenyl 1,2-dioxygenase (EC 1.13.11.39)	bphC	K00462	Bacteria	AOFT01000004	Bhargavaea cecembensis DSE10	M7NZ91	EMR06985.1	Indian Ocean	Indian Ocean	Chagos Laccadive Ridge	Marine environmental zone
Dichlorodiphenyltrichloroethane (DDT)	Manganese-dependent 2,3-dihydroxybiphenyl 1,2-dioxygenase (EC 1.13.11.39)	bphC	K00462	Bacteria	AOFT01000004	Bhargavaea cecembensis DSE10	M7NEJ3	EMR06978.1	Indian Ocean	Indian Ocean	Chagos Laccadive Ridge	Marine environmental zone
Dichlorodiphenyltrichloroethane (DDT)	Manganese-dependent 2,3-dihydroxybiphenyl 1,2-dioxygenase (EC 1.13.11.39)	bphC	K00462	Bacteria	AOFT01000004	Bhargavaea cecembensis DSE10	M7NIJ6	EMR06981.1	Indian Ocean	Indian Ocean	Chagos Laccadive Ridge	Marine environmental zone
Dichlorodiphenyltrichloroethane (DDT)	Manganese-dependent 2,3-dihydroxybiphenyl 1,2-dioxygenase (EC 1.13.11.39)	bphC	K00462	Bacteria	AOFT01000003	Bhargavaea cecembensis DSE10	M7NFA3	EMR07228.1	Indian Ocean	Indian Ocean	Chagos Laccadive Ridge	Marine environmental zone
Dichlorodiphenyltrichloroethane (DDT)	Biphenyl-2,3-diol 1,2-dioxygenase (EC 1.13.11.39)	bphC	K00462	Bacteria	QXGH01000043	Nocardioides immobilis strain CCTCC AB 2017083	A0A417XTP8	RHW23631.1	Asia	China	Soil	Iron mine soil
Dichlorodiphenyltrichloroethane (DDT)	Biphenyl-2,3-diol 1,2-dioxygenase (EC 1.13.11.39)	bphC	K00462	Bacteria	LRON01000001	Duganella sp. HH101	A0A1E7X3N4	OFA06960.1	Europe	Germany	Water rainwater-tap Botanic Garden	n/a
Dichlorodiphenyltrichloroethane (DDT)	Biphenyl-2,3-diol 1,2-dioxygenase (EC 1.13.11.39)	bphC	K00462	Bacteria	WEGL01000021	Streptomyces sp. RB17	A0A6I1YZU0	MQY40596.1	Africa	South Africa	Gut tissue	Host: Macrotermes natalensis
Dichlorodiphenyltrichloroethane (DDT)	Biphenyl-2,3-diol 1,2-dioxygenase (EC 1.13.11.39)	bphC	K00462	Bacteria	AP012340	Mycobacterium tuberculosis (strain ATCC 35801 / TMC 107 / Erdman)	A0A0H3LF49	BAL67687.1	Asia	Japan	n/a	n/a
Dichlorodiphenyltrichloroethane (DDT)	Biphenyl-2,3-diol 1,2-dioxygenase 2 (EC 1.13.11.39)	bphC	K00462	Bacteria	LR594675	Variovorax sp. PBS-H4	A0A6P2EQ22	VTU26345.1	Europe	Germany	Soil	Linuron-contaminated soil
Dichlorodiphenyltrichloroethane (DDT)	Biphenyl-2,3-diol 1,2-dioxygenase (EC 1.13.11.39)	bphC	K00462	Bacteria	LR594675	Variovorax sp. PBS-H4	A0A6P2FQL0	VTU41123.1	Europe	Germany	Soil	Linuron-contaminated soil
Dichlorodiphenyltrichloroethane (DDT)	Biphenyl-2,3-diol 1,2-dioxygenase (EC 1.13.11.39)	bphC	K00462	Bacteria	QVRA01000019	Sphingobium sp. EO9	A0A418YP05	RJG53022.1	Asia	South Korea	Soil	n/a
Dichlorodiphenyltrichloroethane (DDT)	Biphenyl-2,3-diol 1,2-dioxygenase 2 (EC 1.13.11.39)	bphC	K00462	Bacteria	CABWKY010000007	Sphingorhabdus sp. 109	A0A653JSL9	VWX61115.1	Europe	Portugal	n/a	n/a
Dichlorodiphenyltrichloroethane (DDT)	Manganese-dependent 2,3-dihydroxybiphenyl 1,2-dioxygenase (EC 1.13.11.39)	bphC	K00462	Bacteria	AMCK01000021	Solibacillus isronensis B3W22	K1KN54	EKB43971.1	Asia	India	Upper atmosphere	The strain was isolated from air collected at an altitude ranging from 27 to 30 km above the city of Hyderabad
Dichlorodiphenyltrichloroethane (DDT)	Manganese-dependent 2,3-dihydroxybiphenyl 1,2-dioxygenase (EC 1.13.11.39)	bphC	K00462	Bacteria	FWFO01000007	Ruegeria litorea R37 strain CECT 7639	A0A1Y5TX69	SLN72700.1	Europe	Spain	Surface seawater	Surface seawater cellected at Malvarrosa beach, Valencia, Spain
